year_level,avg,err_low,err_high,results_year,domain,test_type,school_id,school_name
Year 3,441,429,453,2021,Numeracy,Online,44664,"Footscray West Primary School, West Footscray, VIC"
Year 3,478,462,494,2021,Reading,Paper,44044,"Newport Lakes Primary School, Newport, VIC"
Year 3,447,433,461,2021,Writing,Paper,44044,"Newport Lakes Primary School, Newport, VIC"
Year 3,464,448,479,2021,Spelling,Paper,44044,"Newport Lakes Primary School, Newport, VIC"
Year 3,480,463,498,2021,Grammar,Paper,44044,"Newport Lakes Primary School, Newport, VIC"
Year 3,439,425,453,2021,Numeracy,Paper,44044,"Newport Lakes Primary School, Newport, VIC"
Year 3,454,429,480,2021,Reading,Online,45797,"St John's School, Footscray, VIC"
Year 3,426,405,447,2021,Writing,Paper,45797,"St John's School, Footscray, VIC"
Year 3,417,394,440,2021,Spelling,Online,45797,"St John's School, Footscray, VIC"
Year 3,432,405,459,2021,Grammar,Online,45797,"St John's School, Footscray, VIC"
Year 3,416,394,437,2021,Numeracy,Online,45797,"St John's School, Footscray, VIC"
Year 3,460,446,473,2021,Reading,Paper,50217,"Newport Gardens Primary School, Newport, VIC"
Year 3,433,421,444,2021,Writing,Paper,50217,"Newport Gardens Primary School, Newport, VIC"
Year 3,429,417,442,2021,Spelling,Paper,50217,"Newport Gardens Primary School, Newport, VIC"
Year 3,449,434,463,2021,Grammar,Paper,50217,"Newport Gardens Primary School, Newport, VIC"
Year 3,410,399,422,2021,Numeracy,Paper,50217,"Newport Gardens Primary School, Newport, VIC"
Year 3,495,481,510,2021,Reading,Online,44224,"Albert Park Primary School, Albert Park, VIC"
Year 3,455,443,468,2021,Writing,Paper,44224,"Albert Park Primary School, Albert Park, VIC"
Year 3,449,435,462,2021,Spelling,Online,44224,"Albert Park Primary School, Albert Park, VIC"
Year 3,472,456,487,2021,Grammar,Online,44224,"Albert Park Primary School, Albert Park, VIC"
Year 3,441,429,454,2021,Numeracy,Online,44224,"Albert Park Primary School, Albert Park, VIC"
Year 3,463,450,477,2021,Reading,Paper,44843,"Wembley Primary School, Yarraville, VIC"
Year 3,443,431,454,2021,Writing,Paper,44843,"Wembley Primary School, Yarraville, VIC"
Year 3,434,422,447,2021,Spelling,Paper,44843,"Wembley Primary School, Yarraville, VIC"
Year 3,454,440,469,2021,Grammar,Paper,44843,"Wembley Primary School, Yarraville, VIC"
Year 3,437,425,449,2021,Numeracy,Paper,44843,"Wembley Primary School, Yarraville, VIC"
Year 3,486,472,500,2021,Reading,Online,44558,"Ocean Grove Primary School, Ocean Grove, VIC"
Year 3,456,444,469,2021,Writing,Paper,44558,"Ocean Grove Primary School, Ocean Grove, VIC"
Year 3,432,419,445,2021,Spelling,Online,44558,"Ocean Grove Primary School, Ocean Grove, VIC"
Year 3,472,456,487,2021,Grammar,Online,44558,"Ocean Grove Primary School, Ocean Grove, VIC"
Year 3,435,423,448,2021,Numeracy,Online,44558,"Ocean Grove Primary School, Ocean Grove, VIC"
Year 3,515,499,530,2021,Reading,Online,44378,"Footscray City Primary School, Footscray, VIC"
Year 3,441,428,454,2021,Writing,Paper,44378,"Footscray City Primary School, Footscray, VIC"
Year 3,446,432,460,2021,Spelling,Online,44378,"Footscray City Primary School, Footscray, VIC"
Year 3,486,470,503,2021,Grammar,Online,44378,"Footscray City Primary School, Footscray, VIC"
Year 3,439,426,453,2021,Numeracy,Online,44378,"Footscray City Primary School, Footscray, VIC"
Year 3,449,434,465,2021,Reading,Paper,44714,"Footscray North Primary School, Footscray, VIC"
Year 3,434,421,447,2021,Writing,Paper,44714,"Footscray North Primary School, Footscray, VIC"
Year 3,439,425,453,2021,Spelling,Paper,44714,"Footscray North Primary School, Footscray, VIC"
Year 3,447,431,463,2021,Grammar,Paper,44714,"Footscray North Primary School, Footscray, VIC"
Year 3,414,400,429,2021,Numeracy,Paper,44714,"Footscray North Primary School, Footscray, VIC"
Year 3,498,480,516,2021,Reading,Paper,44470,"St Kilda Park Primary School, St Kilda, VIC"
Year 3,435,420,450,2021,Writing,Paper,44470,"St Kilda Park Primary School, St Kilda, VIC"
Year 3,440,425,456,2021,Spelling,Paper,44470,"St Kilda Park Primary School, St Kilda, VIC"
Year 3,467,449,486,2021,Grammar,Paper,44470,"St Kilda Park Primary School, St Kilda, VIC"
Year 3,429,414,444,2021,Numeracy,Paper,44470,"St Kilda Park Primary School, St Kilda, VIC"
Year 3,453,424,482,2021,Reading,Paper,52695,"South Melbourne Park Primary School, Albert Park, VIC"
Year 3,443,419,466,2021,Writing,Paper,52695,"South Melbourne Park Primary School, Albert Park, VIC"
Year 3,460,434,486,2021,Spelling,Paper,52695,"South Melbourne Park Primary School, Albert Park, VIC"
Year 3,464,434,494,2021,Grammar,Paper,52695,"South Melbourne Park Primary School, Albert Park, VIC"
Year 3,418,391,444,2021,Numeracy,Paper,52695,"South Melbourne Park Primary School, Albert Park, VIC"
Year 3,422,393,450,2021,Reading,Paper,52915,"Docklands Primary School, Docklands, VIC"
Year 3,403,379,426,2021,Writing,Paper,52915,"Docklands Primary School, Docklands, VIC"
Year 3,420,394,446,2021,Spelling,Paper,52915,"Docklands Primary School, Docklands, VIC"
Year 3,406,375,436,2021,Grammar,Paper,52915,"Docklands Primary School, Docklands, VIC"
Year 3,389,365,412,2021,Numeracy,Paper,52915,"Docklands Primary School, Docklands, VIC"
Year 3,446,428,465,2021,Reading,Online,48415,"Kensington Primary School, Kensington, WA"
Year 3,449,433,464,2021,Writing,Paper,48415,"Kensington Primary School, Kensington, WA"
Year 3,405,388,422,2021,Spelling,Online,48415,"Kensington Primary School, Kensington, WA"
Year 3,452,433,471,2021,Grammar,Online,48415,"Kensington Primary School, Kensington, WA"
Year 3,439,423,454,2021,Numeracy,Online,48415,"Kensington Primary School, Kensington, WA"
Year 3,466,453,478,2021,Reading,Online,44531,"Port Melbourne Primary School, Port Melbourne, VIC"
Year 3,429,418,440,2021,Writing,Paper,44531,"Port Melbourne Primary School, Port Melbourne, VIC"
Year 3,435,423,446,2021,Spelling,Online,44531,"Port Melbourne Primary School, Port Melbourne, VIC"
Year 3,450,436,463,2021,Grammar,Online,44531,"Port Melbourne Primary School, Port Melbourne, VIC"
Year 3,423,412,435,2021,Numeracy,Online,44531,"Port Melbourne Primary School, Port Melbourne, VIC"
Year 3,483,468,498,2021,Reading,Paper,52587,"South Melbourne Primary School, Southbank, VIC"
Year 3,450,437,463,2021,Writing,Paper,52587,"South Melbourne Primary School, Southbank, VIC"
Year 3,482,468,496,2021,Spelling,Paper,52587,"South Melbourne Primary School, Southbank, VIC"
Year 3,497,481,513,2021,Grammar,Paper,52587,"South Melbourne Primary School, Southbank, VIC"
Year 3,465,452,479,2021,Numeracy,Paper,52587,"South Melbourne Primary School, Southbank, VIC"
Year 3,476,462,489,2021,Reading,Paper,44270,"North Melbourne Primary School, North Melbourne, VIC"
Year 3,452,440,463,2021,Writing,Paper,44270,"North Melbourne Primary School, North Melbourne, VIC"
Year 3,455,442,467,2021,Spelling,Paper,44270,"North Melbourne Primary School, North Melbourne, VIC"
Year 3,483,468,497,2021,Grammar,Paper,44270,"North Melbourne Primary School, North Melbourne, VIC"
Year 3,442,431,454,2021,Numeracy,Paper,44270,"North Melbourne Primary School, North Melbourne, VIC"
Year 5,517,501,532,2021,Reading,Paper,44062,"Footscray Primary School, Footscray, VIC"
Year 5,473,459,488,2021,Writing,Paper,44062,"Footscray Primary School, Footscray, VIC"
Year 5,506,492,520,2021,Spelling,Paper,44062,"Footscray Primary School, Footscray, VIC"
Year 5,489,473,506,2021,Grammar,Paper,44062,"Footscray Primary School, Footscray, VIC"
Year 5,507,493,521,2021,Numeracy,Paper,44062,"Footscray Primary School, Footscray, VIC"
Year 5,494,471,518,2021,Reading,Paper,45587,"Altona College, Altona, VIC"
Year 5,454,430,479,2021,Writing,Paper,45587,"Altona College, Altona, VIC"
Year 5,475,453,497,2021,Spelling,Paper,45587,"Altona College, Altona, VIC"
Year 5,466,441,492,2021,Grammar,Paper,45587,"Altona College, Altona, VIC"
Year 5,469,449,489,2021,Numeracy,Paper,45587,"Altona College, Altona, VIC"
Year 5,535,518,553,2021,Reading,Paper,44808,"Ferntree Gully North Primary School, Ferntree Gully, VIC"
Year 5,470,454,486,2021,Writing,Paper,44808,"Ferntree Gully North Primary School, Ferntree Gully, VIC"
Year 5,495,480,511,2021,Spelling,Paper,44808,"Ferntree Gully North Primary School, Ferntree Gully, VIC"
Year 5,534,516,552,2021,Grammar,Paper,44808,"Ferntree Gully North Primary School, Ferntree Gully, VIC"
Year 5,507,491,522,2021,Numeracy,Paper,44808,"Ferntree Gully North Primary School, Ferntree Gully, VIC"
Year 5,523,509,538,2021,Reading,Online,44513,"Middle Park Primary School, Middle Park, VIC"
Year 5,497,484,511,2021,Writing,Online,44513,"Middle Park Primary School, Middle Park, VIC"
Year 5,510,497,524,2021,Spelling,Online,44513,"Middle Park Primary School, Middle Park, VIC"
Year 5,517,502,533,2021,Grammar,Online,44513,"Middle Park Primary School, Middle Park, VIC"
Year 5,508,495,521,2021,Numeracy,Online,44513,"Middle Park Primary School, Middle Park, VIC"
Year 5,557,537,577,2021,Reading,Online,44485,"Carlton Gardens Primary School, Carlton, VIC"
Year 5,522,503,541,2021,Writing,Online,44485,"Carlton Gardens Primary School, Carlton, VIC"
Year 5,542,524,561,2021,Spelling,Online,44485,"Carlton Gardens Primary School, Carlton, VIC"
Year 5,556,534,577,2021,Grammar,Online,44485,"Carlton Gardens Primary School, Carlton, VIC"
Year 5,553,535,570,2021,Numeracy,Online,44485,"Carlton Gardens Primary School, Carlton, VIC"
Year 5,557,545,569,2021,Reading,Paper,44515,"Yarraville West Primary School, Yarraville, VIC"
Year 5,499,488,511,2021,Writing,Paper,44515,"Yarraville West Primary School, Yarraville, VIC"
Year 5,523,512,535,2021,Spelling,Paper,44515,"Yarraville West Primary School, Yarraville, VIC"
Year 5,545,532,558,2021,Grammar,Paper,44515,"Yarraville West Primary School, Yarraville, VIC"
Year 5,545,535,556,2021,Numeracy,Paper,44515,"Yarraville West Primary School, Yarraville, VIC"
Year 5,492,460,525,2021,Reading,Paper,44948,"Carlton Primary School, Carlton, VIC"
Year 5,473,443,503,2021,Writing,Paper,44948,"Carlton Primary School, Carlton, VIC"
Year 5,491,461,521,2021,Spelling,Paper,44948,"Carlton Primary School, Carlton, VIC"
Year 5,472,437,506,2021,Grammar,Paper,44948,"Carlton Primary School, Carlton, VIC"
Year 5,488,462,515,2021,Numeracy,Paper,44948,"Carlton Primary School, Carlton, VIC"
Year 5,544,532,556,2021,Reading,Paper,44273,"Williamstown North Primary School, Williamstown, VIC"
Year 5,501,489,512,2021,Writing,Paper,44273,"Williamstown North Primary School, Williamstown, VIC"
Year 5,512,501,523,2021,Spelling,Paper,44273,"Williamstown North Primary School, Williamstown, VIC"
Year 5,535,522,548,2021,Grammar,Paper,44273,"Williamstown North Primary School, Williamstown, VIC"
Year 5,533,522,544,2021,Numeracy,Paper,44273,"Williamstown North Primary School, Williamstown, VIC"
Year 5,524,510,539,2021,Reading,Paper,https:,"Altona Primary School, Altona, VIC"
Year 5,498,484,511,2021,Writing,Paper,https:,"Altona Primary School, Altona, VIC"
Year 5,490,477,503,2021,Spelling,Paper,https:,"Altona Primary School, Altona, VIC"
Year 5,517,501,532,2021,Grammar,Paper,https:,"Altona Primary School, Altona, VIC"
Year 5,506,493,519,2021,Numeracy,Paper,https:,"Altona Primary School, Altona, VIC"
Year 5,552,538,565,2021,Reading,Online,44225,"Williamstown Primary School, Williamstown, VIC"
Year 5,504,491,516,2021,Writing,Online,44225,"Williamstown Primary School, Williamstown, VIC"
Year 5,526,514,539,2021,Spelling,Online,44225,"Williamstown Primary School, Williamstown, VIC"
Year 5,526,511,540,2021,Grammar,Online,44225,"Williamstown Primary School, Williamstown, VIC"
Year 5,526,514,538,2021,Numeracy,Online,44225,"Williamstown Primary School, Williamstown, VIC"
Year 5,578,562,594,2021,Reading,Paper,44461,"Kensington Primary School, Kensington, VIC"
Year 5,515,500,530,2021,Writing,Paper,44461,"Kensington Primary School, Kensington, VIC"
Year 5,523,508,538,2021,Spelling,Paper,44461,"Kensington Primary School, Kensington, VIC"
Year 5,555,538,572,2021,Grammar,Paper,44461,"Kensington Primary School, Kensington, VIC"
Year 5,535,521,549,2021,Numeracy,Paper,44461,"Kensington Primary School, Kensington, VIC"
Year 5,512,480,545,2021,Reading,Paper,44919,"Altona North Primary School, Altona North, VIC"
Year 5,473,443,502,2021,Writing,Paper,44919,"Altona North Primary School, Altona North, VIC"
Year 5,483,454,512,2021,Spelling,Paper,44919,"Altona North Primary School, Altona North, VIC"
Year 5,520,486,553,2021,Grammar,Paper,44919,"Altona North Primary School, Altona North, VIC"
Year 5,474,443,505,2021,Numeracy,Paper,44919,"Altona North Primary School, Altona North, VIC"
Year 5,553,533,573,2021,Reading,Paper,44634,"Spotswood Primary School, Spotswood, VIC"
Year 5,479,460,498,2021,Writing,Paper,44634,"Spotswood Primary School, Spotswood, VIC"
Year 5,502,484,521,2021,Spelling,Paper,44634,"Spotswood Primary School, Spotswood, VIC"
Year 5,524,503,546,2021,Grammar,Paper,44634,"Spotswood Primary School, Spotswood, VIC"
Year 5,522,505,539,2021,Numeracy,Paper,44634,"Spotswood Primary School, Spotswood, VIC"
Year 5,529,502,555,2021,Reading,Paper,45538,"Bayside P-12 College, Williamstown, VIC"
Year 5,495,470,519,2021,Writing,Paper,45538,"Bayside P-12 College, Williamstown, VIC"
Year 5,520,496,544,2021,Spelling,Paper,45538,"Bayside P-12 College, Williamstown, VIC"
Year 5,468,440,497,2021,Grammar,Paper,45538,"Bayside P-12 College, Williamstown, VIC"
Year 5,490,466,515,2021,Numeracy,Paper,45538,"Bayside P-12 College, Williamstown, VIC"
Year 5,571,557,584,2021,Reading,Paper,44693,"Kingsville Primary School, Yarraville, VIC"
Year 5,524,511,537,2021,Writing,Paper,44693,"Kingsville Primary School, Yarraville, VIC"
Year 5,531,519,543,2021,Spelling,Paper,44693,"Kingsville Primary School, Yarraville, VIC"
Year 5,551,537,566,2021,Grammar,Paper,44693,"Kingsville Primary School, Yarraville, VIC"
Year 5,544,532,556,2021,Numeracy,Paper,44693,"Kingsville Primary School, Yarraville, VIC"
Year 5,533,519,547,2021,Reading,Online,44664,"Footscray West Primary School, West Footscray, VIC"
Year 5,507,494,520,2021,Writing,Online,44664,"Footscray West Primary School, West Footscray, VIC"
Year 5,518,506,530,2021,Spelling,Online,44664,"Footscray West Primary School, West Footscray, VIC"
Year 5,529,514,543,2021,Grammar,Online,44664,"Footscray West Primary School, West Footscray, VIC"
Year 5,514,502,526,2021,Numeracy,Online,44664,"Footscray West Primary School, West Footscray, VIC"
Year 5,543,529,558,2021,Reading,Paper,44044,"Newport Lakes Primary School, Newport, VIC"
Year 5,506,492,519,2021,Writing,Paper,44044,"Newport Lakes Primary School, Newport, VIC"
Year 5,517,504,531,2021,Spelling,Paper,44044,"Newport Lakes Primary School, Newport, VIC"
Year 5,513,498,528,2021,Grammar,Paper,44044,"Newport Lakes Primary School, Newport, VIC"
Year 5,518,504,532,2021,Numeracy,Paper,44044,"Newport Lakes Primary School, Newport, VIC"
Year 5,526,495,556,2021,Reading,Online,45797,"St John's School, Footscray, VIC"
Year 5,494,466,522,2021,Writing,Online,45797,"St John's School, Footscray, VIC"
Year 5,508,480,536,2021,Spelling,Online,45797,"St John's School, Footscray, VIC"
Year 5,509,476,541,2021,Grammar,Online,45797,"St John's School, Footscray, VIC"
Year 5,500,476,525,2021,Numeracy,Online,45797,"St John's School, Footscray, VIC"
Year 5,536,523,550,2021,Reading,Paper,50217,"Newport Gardens Primary School, Newport, VIC"
Year 5,473,461,486,2021,Writing,Paper,50217,"Newport Gardens Primary School, Newport, VIC"
Year 5,488,476,501,2021,Spelling,Paper,50217,"Newport Gardens Primary School, Newport, VIC"
Year 5,509,495,524,2021,Grammar,Paper,50217,"Newport Gardens Primary School, Newport, VIC"
Year 5,507,495,519,2021,Numeracy,Paper,50217,"Newport Gardens Primary School, Newport, VIC"
Year 5,554,541,567,2021,Reading,Online,44224,"Albert Park Primary School, Albert Park, VIC"
Year 5,510,498,522,2021,Writing,Online,44224,"Albert Park Primary School, Albert Park, VIC"
Year 5,521,510,533,2021,Spelling,Online,44224,"Albert Park Primary School, Albert Park, VIC"
Year 5,515,501,529,2021,Grammar,Online,44224,"Albert Park Primary School, Albert Park, VIC"
Year 5,520,509,532,2021,Numeracy,Online,44224,"Albert Park Primary School, Albert Park, VIC"
Year 5,518,504,531,2021,Reading,Paper,44843,"Wembley Primary School, Yarraville, VIC"
Year 5,483,471,496,2021,Writing,Paper,44843,"Wembley Primary School, Yarraville, VIC"
Year 5,502,490,514,2021,Spelling,Paper,44843,"Wembley Primary School, Yarraville, VIC"
Year 5,519,505,533,2021,Grammar,Paper,44843,"Wembley Primary School, Yarraville, VIC"
Year 5,508,496,520,2021,Numeracy,Paper,44843,"Wembley Primary School, Yarraville, VIC"
Year 5,537,524,550,2021,Reading,Online,44558,"Ocean Grove Primary School, Ocean Grove, VIC"
Year 5,496,483,509,2021,Writing,Online,44558,"Ocean Grove Primary School, Ocean Grove, VIC"
Year 5,505,492,517,2021,Spelling,Online,44558,"Ocean Grove Primary School, Ocean Grove, VIC"
Year 5,506,491,520,2021,Grammar,Online,44558,"Ocean Grove Primary School, Ocean Grove, VIC"
Year 5,515,503,527,2021,Numeracy,Online,44558,"Ocean Grove Primary School, Ocean Grove, VIC"
Year 5,553,538,568,2021,Reading,Online,44378,"Footscray City Primary School, Footscray, VIC"
Year 5,514,499,529,2021,Writing,Online,44378,"Footscray City Primary School, Footscray, VIC"
Year 5,528,514,542,2021,Spelling,Online,44378,"Footscray City Primary School, Footscray, VIC"
Year 5,522,506,539,2021,Grammar,Online,44378,"Footscray City Primary School, Footscray, VIC"
Year 5,519,506,533,2021,Numeracy,Online,44378,"Footscray City Primary School, Footscray, VIC"
Year 5,523,507,539,2021,Reading,Paper,44714,"Footscray North Primary School, Footscray, VIC"
Year 5,487,472,502,2021,Writing,Paper,44714,"Footscray North Primary School, Footscray, VIC"
Year 5,512,498,527,2021,Spelling,Paper,44714,"Footscray North Primary School, Footscray, VIC"
Year 5,521,504,538,2021,Grammar,Paper,44714,"Footscray North Primary School, Footscray, VIC"
Year 5,524,509,539,2021,Numeracy,Paper,44714,"Footscray North Primary School, Footscray, VIC"
Year 5,555,538,572,2021,Reading,Paper,44470,"St Kilda Park Primary School, St Kilda, VIC"
Year 5,486,470,502,2021,Writing,Paper,44470,"St Kilda Park Primary School, St Kilda, VIC"
Year 5,521,506,537,2021,Spelling,Paper,44470,"St Kilda Park Primary School, St Kilda, VIC"
Year 5,548,530,566,2021,Grammar,Paper,44470,"St Kilda Park Primary School, St Kilda, VIC"
Year 5,531,517,546,2021,Numeracy,Paper,44470,"St Kilda Park Primary School, St Kilda, VIC"
Year 5,564,534,594,2021,Reading,Paper,52695,"South Melbourne Park Primary School, Albert Park, VIC"
Year 5,506,478,534,2021,Writing,Paper,52695,"South Melbourne Park Primary School, Albert Park, VIC"
Year 5,526,498,554,2021,Spelling,Paper,52695,"South Melbourne Park Primary School, Albert Park, VIC"
