year_level,avg,err_low,err_high,results_year,domain,test_type,school_id,school_name
Year 5,504,482,526,2019,Writing,Paper,44634,"Spotswood Primary School, Spotswood, VIC"
Year 5,530,508,552,2019,Spelling,Paper,44634,"Spotswood Primary School, Spotswood, VIC"
Year 5,519,494,544,2019,Grammar,Paper,44634,"Spotswood Primary School, Spotswood, VIC"
Year 5,515,495,535,2019,Numeracy,Paper,44634,"Spotswood Primary School, Spotswood, VIC"
Year 5,495,471,518,2019,Reading,Paper,44919,"Altona North Primary School, Altona North, VIC"
Year 5,476,454,498,2019,Writing,Paper,44919,"Altona North Primary School, Altona North, VIC"
Year 5,519,497,540,2019,Spelling,Paper,44919,"Altona North Primary School, Altona North, VIC"
Year 5,486,460,511,2019,Grammar,Paper,44919,"Altona North Primary School, Altona North, VIC"
Year 5,504,484,524,2019,Numeracy,Paper,44919,"Altona North Primary School, Altona North, VIC"
Year 5,504,474,535,2019,Reading,Paper,45538,"Bayside P-12 College, Williamstown, VIC"
Year 5,469,441,497,2019,Writing,Paper,45538,"Bayside P-12 College, Williamstown, VIC"
Year 5,499,471,527,2019,Spelling,Paper,45538,"Bayside P-12 College, Williamstown, VIC"
Year 5,461,429,494,2019,Grammar,Paper,45538,"Bayside P-12 College, Williamstown, VIC"
Year 5,493,468,517,2019,Numeracy,Paper,45538,"Bayside P-12 College, Williamstown, VIC"
Year 5,544,529,558,2019,Reading,Online,44664,"Footscray West Primary School, West Footscray, VIC"
Year 5,498,485,512,2019,Writing,Online,44664,"Footscray West Primary School, West Footscray, VIC"
Year 5,513,499,526,2019,Spelling,Online,44664,"Footscray West Primary School, West Footscray, VIC"
Year 5,538,523,554,2019,Grammar,Online,44664,"Footscray West Primary School, West Footscray, VIC"
Year 5,535,522,547,2019,Numeracy,Online,44664,"Footscray West Primary School, West Footscray, VIC"
Year 5,533,503,564,2019,Reading,Online,45797,"St John's School, Footscray, VIC"
Year 5,478,450,506,2019,Writing,Online,45797,"St John's School, Footscray, VIC"
Year 5,521,493,549,2019,Spelling,Online,45797,"St John's School, Footscray, VIC"
Year 5,511,478,543,2019,Grammar,Online,45797,"St John's School, Footscray, VIC"
Year 5,503,479,528,2019,Numeracy,Online,45797,"St John's School, Footscray, VIC"
Year 5,560,544,577,2019,Reading,Paper,44044,"Newport Lakes Primary School, Newport, VIC"
Year 5,507,491,522,2019,Writing,Paper,44044,"Newport Lakes Primary School, Newport, VIC"
Year 5,546,530,561,2019,Spelling,Paper,44044,"Newport Lakes Primary School, Newport, VIC"
Year 5,553,535,571,2019,Grammar,Paper,44044,"Newport Lakes Primary School, Newport, VIC"
Year 5,550,535,564,2019,Numeracy,Paper,44044,"Newport Lakes Primary School, Newport, VIC"
Year 5,543,531,556,2019,Reading,Online,44224,"Albert Park Primary School, Albert Park, VIC"
Year 5,493,481,505,2019,Writing,Online,44224,"Albert Park Primary School, Albert Park, VIC"
Year 5,514,502,526,2019,Spelling,Online,44224,"Albert Park Primary School, Albert Park, VIC"
Year 5,532,518,547,2019,Grammar,Online,44224,"Albert Park Primary School, Albert Park, VIC"
Year 5,509,498,521,2019,Numeracy,Online,44224,"Albert Park Primary School, Albert Park, VIC"
Year 5,525,511,540,2019,Reading,Paper,50217,"Newport Gardens Primary School, Newport, VIC"
Year 5,493,479,506,2019,Writing,Paper,50217,"Newport Gardens Primary School, Newport, VIC"
Year 5,496,483,510,2019,Spelling,Paper,50217,"Newport Gardens Primary School, Newport, VIC"
Year 5,524,508,539,2019,Grammar,Paper,50217,"Newport Gardens Primary School, Newport, VIC"
Year 5,507,495,520,2019,Numeracy,Paper,50217,"Newport Gardens Primary School, Newport, VIC"
Year 5,525,499,551,2019,Reading,Paper,45587,"Altona College, Altona, VIC"
Year 5,478,454,503,2019,Writing,Paper,45587,"Altona College, Altona, VIC"
Year 5,509,485,534,2019,Spelling,Paper,45587,"Altona College, Altona, VIC"
Year 5,516,488,544,2019,Grammar,Paper,45587,"Altona College, Altona, VIC"
Year 5,505,483,527,2019,Numeracy,Paper,45587,"Altona College, Altona, VIC"
Year 5,532,516,547,2019,Reading,Paper,44062,"Footscray Primary School, Footscray, VIC"
Year 5,494,479,508,2019,Writing,Paper,44062,"Footscray Primary School, Footscray, VIC"
Year 5,512,498,526,2019,Spelling,Paper,44062,"Footscray Primary School, Footscray, VIC"
Year 5,521,504,538,2019,Grammar,Paper,44062,"Footscray Primary School, Footscray, VIC"
Year 5,509,495,522,2019,Numeracy,Paper,44062,"Footscray Primary School, Footscray, VIC"
Year 5,515,498,531,2019,Reading,Paper,44808,"Ferntree Gully North Primary School, Ferntree Gully, VIC"
Year 5,487,471,503,2019,Writing,Paper,44808,"Ferntree Gully North Primary School, Ferntree Gully, VIC"
Year 5,497,482,513,2019,Spelling,Paper,44808,"Ferntree Gully North Primary School, Ferntree Gully, VIC"
Year 5,502,484,520,2019,Grammar,Paper,44808,"Ferntree Gully North Primary School, Ferntree Gully, VIC"
Year 5,503,488,518,2019,Numeracy,Paper,44808,"Ferntree Gully North Primary School, Ferntree Gully, VIC"
Year 5,542,527,557,2019,Reading,Online,44513,"Middle Park Primary School, Middle Park, VIC"
Year 5,508,493,523,2019,Writing,Online,44513,"Middle Park Primary School, Middle Park, VIC"
Year 5,519,504,533,2019,Spelling,Online,44513,"Middle Park Primary School, Middle Park, VIC"
Year 5,533,517,550,2019,Grammar,Online,44513,"Middle Park Primary School, Middle Park, VIC"
Year 5,535,523,548,2019,Numeracy,Online,44513,"Middle Park Primary School, Middle Park, VIC"
Year 5,561,544,579,2019,Reading,Online,44485,"Carlton Gardens Primary School, Carlton, VIC"
Year 5,500,484,517,2019,Writing,Online,44485,"Carlton Gardens Primary School, Carlton, VIC"
Year 5,544,528,560,2019,Spelling,Online,44485,"Carlton Gardens Primary School, Carlton, VIC"
Year 5,563,544,582,2019,Grammar,Online,44485,"Carlton Gardens Primary School, Carlton, VIC"
Year 5,561,546,576,2019,Numeracy,Online,44485,"Carlton Gardens Primary School, Carlton, VIC"
Year 5,512,498,525,2019,Reading,Online,https:,"Altona Primary School, Altona, VIC"
Year 5,513,500,526,2019,Writing,Online,https:,"Altona Primary School, Altona, VIC"
Year 5,510,497,522,2019,Spelling,Online,https:,"Altona Primary School, Altona, VIC"
Year 5,513,499,528,2019,Grammar,Online,https:,"Altona Primary School, Altona, VIC"
Year 5,505,493,518,2019,Numeracy,Online,https:,"Altona Primary School, Altona, VIC"
Year 5,550,538,562,2019,Reading,Paper,44515,"Yarraville West Primary School, Yarraville, VIC"
Year 5,500,488,512,2019,Writing,Online,44515,"Yarraville West Primary School, Yarraville, VIC"
Year 5,520,508,532,2019,Spelling,Paper,44515,"Yarraville West Primary School, Yarraville, VIC"
Year 5,533,519,546,2019,Grammar,Paper,44515,"Yarraville West Primary School, Yarraville, VIC"
Year 5,543,531,554,2019,Numeracy,Paper,44515,"Yarraville West Primary School, Yarraville, VIC"
Year 5,460,429,490,2019,Reading,Paper,44948,"Carlton Primary School, Carlton, VIC"
Year 5,456,427,484,2019,Writing,Paper,44948,"Carlton Primary School, Carlton, VIC"
Year 5,465,437,493,2019,Spelling,Paper,44948,"Carlton Primary School, Carlton, VIC"
Year 5,433,401,466,2019,Grammar,Paper,44948,"Carlton Primary School, Carlton, VIC"
Year 5,444,419,469,2019,Numeracy,Paper,44948,"Carlton Primary School, Carlton, VIC"
Year 5,524,512,536,2019,Reading,Paper,44273,"Williamstown North Primary School, Williamstown, VIC"
Year 5,482,470,493,2019,Writing,Paper,44273,"Williamstown North Primary School, Williamstown, VIC"
Year 5,502,491,513,2019,Spelling,Paper,44273,"Williamstown North Primary School, Williamstown, VIC"
Year 5,526,513,539,2019,Grammar,Paper,44273,"Williamstown North Primary School, Williamstown, VIC"
Year 5,517,506,528,2019,Numeracy,Paper,44273,"Williamstown North Primary School, Williamstown, VIC"
Year 5,534,520,547,2019,Reading,Paper,44225,"Williamstown Primary School, Williamstown, VIC"
Year 5,495,483,508,2019,Writing,Online,44225,"Williamstown Primary School, Williamstown, VIC"
Year 5,511,498,523,2019,Spelling,Paper,44225,"Williamstown Primary School, Williamstown, VIC"
Year 5,519,504,533,2019,Grammar,Paper,44225,"Williamstown Primary School, Williamstown, VIC"
Year 5,519,507,531,2019,Numeracy,Paper,44225,"Williamstown Primary School, Williamstown, VIC"
Year 7,546,538,553,2019,Reading,Paper,45360,"Braybrook College, Braybrook, VIC"
Year 7,526,517,534,2019,Writing,Paper,45360,"Braybrook College, Braybrook, VIC"
Year 7,564,556,571,2019,Spelling,Paper,45360,"Braybrook College, Braybrook, VIC"
Year 7,545,537,554,2019,Grammar,Paper,45360,"Braybrook College, Braybrook, VIC"
Year 7,567,559,574,2019,Numeracy,Paper,45360,"Braybrook College, Braybrook, VIC"
Year 7,587,580,594,2019,Reading,Paper,45442,"Northcote High School, Northcote, VIC"
Year 7,552,543,560,2019,Writing,Paper,45442,"Northcote High School, Northcote, VIC"
Year 7,564,557,572,2019,Spelling,Paper,45442,"Northcote High School, Northcote, VIC"
Year 7,575,566,584,2019,Grammar,Paper,45442,"Northcote High School, Northcote, VIC"
Year 7,590,582,597,2019,Numeracy,Paper,45442,"Northcote High School, Northcote, VIC"
Year 7,547,536,558,2019,Reading,Paper,45517,"Fitzroy High School, Fitzroy North, VIC"
Year 7,487,474,500,2019,Writing,Paper,45517,"Fitzroy High School, Fitzroy North, VIC"
Year 7,533,521,544,2019,Spelling,Paper,45517,"Fitzroy High School, Fitzroy North, VIC"
Year 7,537,524,550,2019,Grammar,Paper,45517,"Fitzroy High School, Fitzroy North, VIC"
Year 7,531,519,542,2019,Numeracy,Paper,45517,"Fitzroy High School, Fitzroy North, VIC"
Year 7,555,544,565,2019,Reading,Paper,45375,"Mount Alexander 7-12 College, Flemington, VIC"
Year 7,492,480,504,2019,Writing,Paper,45375,"Mount Alexander 7-12 College, Flemington, VIC"
Year 7,526,515,537,2019,Spelling,Paper,45375,"Mount Alexander 7-12 College, Flemington, VIC"
Year 7,528,516,540,2019,Grammar,Paper,45375,"Mount Alexander 7-12 College, Flemington, VIC"
Year 7,536,526,547,2019,Numeracy,Paper,45375,"Mount Alexander 7-12 College, Flemington, VIC"
Year 7,570,558,582,2019,Reading,Paper,52703,"Richmond High School, Richmond, VIC"
Year 7,527,513,540,2019,Writing,Paper,52703,"Richmond High School, Richmond, VIC"
Year 7,550,538,562,2019,Spelling,Paper,52703,"Richmond High School, Richmond, VIC"
Year 7,558,544,572,2019,Grammar,Paper,52703,"Richmond High School, Richmond, VIC"
Year 7,591,579,602,2019,Numeracy,Paper,52703,"Richmond High School, Richmond, VIC"
Year 7,563,552,574,2019,Reading,Paper,52698,"Prahran High School, Windsor, VIC"
Year 7,546,533,558,2019,Writing,Paper,52698,"Prahran High School, Windsor, VIC"
Year 7,560,549,572,2019,Spelling,Paper,52698,"Prahran High School, Windsor, VIC"
Year 7,549,536,562,2019,Grammar,Paper,52698,"Prahran High School, Windsor, VIC"
Year 7,558,547,569,2019,Numeracy,Paper,52698,"Prahran High School, Windsor, VIC"
Year 7,558,551,566,2019,Reading,Paper,45420,"Maribyrnong Secondary College, Maribyrnong, VIC"
Year 7,540,532,549,2019,Writing,Online,45420,"Maribyrnong Secondary College, Maribyrnong, VIC"
Year 7,562,554,570,2019,Spelling,Paper,45420,"Maribyrnong Secondary College, Maribyrnong, VIC"
Year 7,548,539,556,2019,Grammar,Paper,45420,"Maribyrnong Secondary College, Maribyrnong, VIC"
Year 7,573,566,581,2019,Numeracy,Paper,45420,"Maribyrnong Secondary College, Maribyrnong, VIC"
Year 7,545,537,554,2019,Reading,Paper,45538,"Bayside P-12 College, Williamstown, VIC"
Year 7,512,502,522,2019,Writing,Paper,45538,"Bayside P-12 College, Williamstown, VIC"
Year 7,542,533,551,2019,Spelling,Paper,45538,"Bayside P-12 College, Williamstown, VIC"
Year 7,526,516,536,2019,Grammar,Paper,45538,"Bayside P-12 College, Williamstown, VIC"
Year 7,551,542,560,2019,Numeracy,Paper,45538,"Bayside P-12 College, Williamstown, VIC"
Year 7,587,577,598,2019,Reading,Paper,45454,"Princes Hill Secondary College, Princes Hill, VIC"
Year 7,529,517,541,2019,Writing,Paper,45454,"Princes Hill Secondary College, Princes Hill, VIC"
Year 7,548,537,559,2019,Spelling,Paper,45454,"Princes Hill Secondary College, Princes Hill, VIC"
Year 7,572,560,584,2019,Grammar,Paper,45454,"Princes Hill Secondary College, Princes Hill, VIC"
Year 7,573,562,583,2019,Numeracy,Paper,45454,"Princes Hill Secondary College, Princes Hill, VIC"
Year 7,600,593,608,2019,Reading,Paper,45475,"University High School, Parkville, VIC"
Year 7,540,531,548,2019,Writing,Paper,45475,"University High School, Parkville, VIC"
Year 7,577,569,584,2019,Spelling,Paper,45475,"University High School, Parkville, VIC"
Year 7,588,579,597,2019,Grammar,Paper,45475,"University High School, Parkville, VIC"
Year 7,625,617,633,2019,Numeracy,Paper,45475,"University High School, Parkville, VIC"
Year 7,572,565,579,2019,Reading,Paper,50267,"Albert Park College, Albert Park, VIC"
Year 7,535,527,544,2019,Writing,Paper,50267,"Albert Park College, Albert Park, VIC"
Year 7,560,553,568,2019,Spelling,Paper,50267,"Albert Park College, Albert Park, VIC"
Year 7,560,551,569,2019,Grammar,Paper,50267,"Albert Park College, Albert Park, VIC"
Year 7,578,571,586,2019,Numeracy,Paper,50267,"Albert Park College, Albert Park, VIC"
Year 7,509,493,525,2019,Reading,Paper,45587,"Altona College, Altona, VIC"
Year 7,479,462,496,2019,Writing,Paper,45587,"Altona College, Altona, VIC"
Year 7,498,483,514,2019,Spelling,Paper,45587,"Altona College, Altona, VIC"
Year 7,487,470,504,2019,Grammar,Paper,45587,"Altona College, Altona, VIC"
Year 7,525,510,540,2019,Numeracy,Paper,45587,"Altona College, Altona, VIC"
Year 7,579,572,586,2019,Reading,Paper,40427,"Williamstown High School, Williamstown, VIC"
Year 7,551,542,560,2019,Writing,Paper,40427,"Williamstown High School, Williamstown, VIC"
Year 7,569,561,576,2019,Spelling,Paper,40427,"Williamstown High School, Williamstown, VIC"
Year 7,567,558,576,2019,Grammar,Paper,40427,"Williamstown High School, Williamstown, VIC"
Year 7,589,582,597,2019,Numeracy,Paper,40427,"Williamstown High School, Williamstown, VIC"
Year 7,581,572,589,2019,Reading,Paper,45545,"Brunswick Secondary College, Brunswick, VIC"
Year 7,525,515,535,2019,Writing,Paper,45545,"Brunswick Secondary College, Brunswick, VIC"
Year 7,557,548,566,2019,Spelling,Paper,45545,"Brunswick Secondary College, Brunswick, VIC"
Year 7,564,554,574,2019,Grammar,Paper,45545,"Brunswick Secondary College, Brunswick, VIC"
Year 7,578,569,587,2019,Numeracy,Paper,45545,"Brunswick Secondary College, Brunswick, VIC"
Year 9,585,578,592,2019,Reading,Paper,45360,"Braybrook College, Braybrook, VIC"
Year 9,552,543,562,2019,Writing,Paper,45360,"Braybrook College, Braybrook, VIC"
Year 9,598,590,605,2019,Spelling,Paper,45360,"Braybrook College, Braybrook, VIC"
Year 9,589,581,597,2019,Grammar,Paper,45360,"Braybrook College, Braybrook, VIC"
Year 9,605,598,612,2019,Numeracy,Paper,45360,"Braybrook College, Braybrook, VIC"
Year 9,626,619,633,2019,Reading,Paper,45442,"Northcote High School, Northcote, VIC"
Year 9,577,567,586,2019,Writing,Paper,45442,"Northcote High School, Northcote, VIC"
Year 9,599,591,607,2019,Spelling,Paper,45442,"Northcote High School, Northcote, VIC"
Year 9,601,593,609,2019,Grammar,Paper,45442,"Northcote High School, Northcote, VIC"
Year 9,627,620,634,2019,Numeracy,Paper,45442,"Northcote High School, Northcote, VIC"
Year 9,602,592,613,2019,Reading,Paper,45517,"Fitzroy High School, Fitzroy North, VIC"
Year 9,559,545,573,2019,Writing,Paper,45517,"Fitzroy High School, Fitzroy North, VIC"
Year 9,585,573,597,2019,Spelling,Paper,45517,"Fitzroy High School, Fitzroy North, VIC"
Year 9,577,564,590,2019,Grammar,Paper,45517,"Fitzroy High School, Fitzroy North, VIC"
Year 9,594,584,605,2019,Numeracy,Paper,45517,"Fitzroy High School, Fitzroy North, VIC"
Year 9,566,553,579,2019,Reading,Paper,45375,"Mount Alexander 7-12 College, Flemington, VIC"
Year 9,510,491,528,2019,Writing,Paper,45375,"Mount Alexander 7-12 College, Flemington, VIC"
Year 9,555,540,570,2019,Spelling,Paper,45375,"Mount Alexander 7-12 College, Flemington, VIC"
Year 9,540,524,556,2019,Grammar,Paper,45375,"Mount Alexander 7-12 College, Flemington, VIC"
Year 9,571,558,584,2019,Numeracy,Paper,45375,"Mount Alexander 7-12 College, Flemington, VIC"
Year 9,581,574,588,2019,Reading,Paper,45420,"Maribyrnong Secondary College, Maribyrnong, VIC"
Year 9,560,551,570,2019,Writing,Online,45420,"Maribyrnong Secondary College, Maribyrnong, VIC"
Year 9,583,575,591,2019,Spelling,Paper,45420,"Maribyrnong Secondary College, Maribyrnong, VIC"
Year 9,562,554,571,2019,Grammar,Paper,45420,"Maribyrnong Secondary College, Maribyrnong, VIC"
Year 9,590,583,597,2019,Numeracy,Paper,45420,"Maribyrnong Secondary College, Maribyrnong, VIC"
Year 9,586,575,596,2019,Reading,Paper,45538,"Bayside P-12 College, Williamstown, VIC"
Year 9,560,546,574,2019,Writing,Paper,45538,"Bayside P-12 College, Williamstown, VIC"
Year 9,589,578,600,2019,Spelling,Paper,45538,"Bayside P-12 College, Williamstown, VIC"
Year 9,578,566,590,2019,Grammar,Paper,45538,"Bayside P-12 College, Williamstown, VIC"
Year 9,593,583,603,2019,Numeracy,Paper,45538,"Bayside P-12 College, Williamstown, VIC"
Year 9,624,613,634,2019,Reading,Paper,45454,"Princes Hill Secondary College, Princes Hill, VIC"
Year 9,557,543,571,2019,Writing,Paper,45454,"Princes Hill Secondary College, Princes Hill, VIC"
Year 9,595,584,606,2019,Spelling,Paper,45454,"Princes Hill Secondary College, Princes Hill, VIC"
Year 9,585,573,597,2019,Grammar,Paper,45454,"Princes Hill Secondary College, Princes Hill, VIC"
Year 9,614,604,624,2019,Numeracy,Paper,45454,"Princes Hill Secondary College, Princes Hill, VIC"
Year 9,630,623,637,2019,Reading,Paper,45475,"University High School, Parkville, VIC"
Year 9,580,570,589,2019,Writing,Paper,45475,"University High School, Parkville, VIC"
Year 9,611,603,619,2019,Spelling,Paper,45475,"University High School, Parkville, VIC"
Year 9,624,616,633,2019,Grammar,Paper,45475,"University High School, Parkville, VIC"
Year 9,640,633,648,2019,Numeracy,Paper,45475,"University High School, Parkville, VIC"
Year 9,622,614,629,2019,Reading,Paper,50267,"Albert Park College, Albert Park, VIC"
Year 9,567,557,577,2019,Writing,Paper,50267,"Albert Park College, Albert Park, VIC"
Year 9,600,592,608,2019,Spelling,Paper,50267,"Albert Park College, Albert Park, VIC"
Year 9,601,592,609,2019,Grammar,Paper,50267,"Albert Park College, Albert Park, VIC"
Year 9,637,630,644,2019,Numeracy,Paper,50267,"Albert Park College, Albert Park, VIC"
Year 9,569,551,586,2019,Reading,Paper,45587,"Altona College, Altona, VIC"
Year 9,519,497,540,2019,Writing,Paper,45587,"Altona College, Altona, VIC"
Year 9,583,563,602,2019,Spelling,Paper,45587,"Altona College, Altona, VIC"
Year 9,560,540,580,2019,Grammar,Paper,45587,"Altona College, Altona, VIC"
Year 9,580,564,597,2019,Numeracy,Paper,45587,"Altona College, Altona, VIC"
Year 9,613,606,620,2019,Reading,Paper,40427,"Williamstown High School, Williamstown, VIC"
Year 9,574,564,583,2019,Writing,Paper,40427,"Williamstown High School, Williamstown, VIC"
Year 9,595,587,603,2019,Spelling,Paper,40427,"Williamstown High School, Williamstown, VIC"
Year 9,592,584,601,2019,Grammar,Paper,40427,"Williamstown High School, Williamstown, VIC"
Year 9,620,613,627,2019,Numeracy,Paper,40427,"Williamstown High School, Williamstown, VIC"
Year 9,615,606,623,2019,Reading,Paper,45545,"Brunswick Secondary College, Brunswick, VIC"
Year 9,566,555,577,2019,Writing,Paper,45545,"Brunswick Secondary College, Brunswick, VIC"
Year 9,603,593,612,2019,Spelling,Paper,45545,"Brunswick Secondary College, Brunswick, VIC"
Year 9,601,591,611,2019,Grammar,Paper,45545,"Brunswick Secondary College, Brunswick, VIC"
Year 9,625,616,633,2019,Numeracy,Paper,45545,"Brunswick Secondary College, Brunswick, VIC"
Year 3,490,472,507,2021,Reading,Paper,44062,"Footscray Primary School, Footscray, VIC"
Year 3,419,404,433,2021,Writing,Paper,44062,"Footscray Primary School, Footscray, VIC"
Year 3,439,423,456,2021,Spelling,Paper,44062,"Footscray Primary School, Footscray, VIC"
Year 3,458,438,477,2021,Grammar,Paper,44062,"Footscray Primary School, Footscray, VIC"
Year 3,426,412,441,2021,Numeracy,Paper,44062,"Footscray Primary School, Footscray, VIC"
Year 3,412,383,440,2021,Reading,Paper,45587,"Altona College, Altona, VIC"
Year 3,402,378,425,2021,Writing,Paper,45587,"Altona College, Altona, VIC"
Year 3,398,372,424,2021,Spelling,Paper,45587,"Altona College, Altona, VIC"
Year 3,407,377,437,2021,Grammar,Paper,45587,"Altona College, Altona, VIC"
Year 3,368,345,392,2021,Numeracy,Paper,45587,"Altona College, Altona, VIC"
Year 3,454,435,473,2021,Reading,Paper,44808,"Ferntree Gully North Primary School, Ferntree Gully, VIC"
Year 3,435,419,451,2021,Writing,Paper,44808,"Ferntree Gully North Primary School, Ferntree Gully, VIC"
Year 3,415,398,433,2021,Spelling,Paper,44808,"Ferntree Gully North Primary School, Ferntree Gully, VIC"
Year 3,459,439,480,2021,Grammar,Paper,44808,"Ferntree Gully North Primary School, Ferntree Gully, VIC"
Year 3,418,401,434,2021,Numeracy,Paper,44808,"Ferntree Gully North Primary School, Ferntree Gully, VIC"
Year 3,516,501,531,2021,Reading,Online,44513,"Middle Park Primary School, Middle Park, VIC"
Year 3,454,441,467,2021,Writing,Paper,44513,"Middle Park Primary School, Middle Park, VIC"
Year 3,439,425,453,2021,Spelling,Online,44513,"Middle Park Primary School, Middle Park, VIC"
Year 3,471,455,488,2021,Grammar,Online,44513,"Middle Park Primary School, Middle Park, VIC"
Year 3,448,434,461,2021,Numeracy,Online,44513,"Middle Park Primary School, Middle Park, VIC"
Year 3,505,489,521,2021,Reading,Online,44485,"Carlton Gardens Primary School, Carlton, VIC"
Year 3,438,424,452,2021,Writing,Paper,44485,"Carlton Gardens Primary School, Carlton, VIC"
Year 3,454,439,469,2021,Spelling,Online,44485,"Carlton Gardens Primary School, Carlton, VIC"
Year 3,470,453,488,2021,Grammar,Online,44485,"Carlton Gardens Primary School, Carlton, VIC"
Year 3,459,444,473,2021,Numeracy,Online,44485,"Carlton Gardens Primary School, Carlton, VIC"
Year 3,481,468,494,2021,Reading,Paper,44515,"Yarraville West Primary School, Yarraville, VIC"
Year 3,441,430,452,2021,Writing,Paper,44515,"Yarraville West Primary School, Yarraville, VIC"
Year 3,438,426,450,2021,Spelling,Paper,44515,"Yarraville West Primary School, Yarraville, VIC"
Year 3,471,457,484,2021,Grammar,Paper,44515,"Yarraville West Primary School, Yarraville, VIC"
Year 3,433,421,444,2021,Numeracy,Paper,44515,"Yarraville West Primary School, Yarraville, VIC"
Year 3,388,347,428,2021,Reading,Paper,44948,"Carlton Primary School, Carlton, VIC"
Year 3,412,379,446,2021,Writing,Paper,44948,"Carlton Primary School, Carlton, VIC"
Year 3,427,391,463,2021,Spelling,Paper,44948,"Carlton Primary School, Carlton, VIC"
Year 3,439,396,481,2021,Grammar,Paper,44948,"Carlton Primary School, Carlton, VIC"
Year 3,379,347,411,2021,Numeracy,Paper,44948,"Carlton Primary School, Carlton, VIC"
Year 3,481,468,494,2021,Reading,Paper,44273,"Williamstown North Primary School, Williamstown, VIC"
Year 3,442,431,453,2021,Writing,Paper,44273,"Williamstown North Primary School, Williamstown, VIC"
Year 3,445,433,457,2021,Spelling,Paper,44273,"Williamstown North Primary School, Williamstown, VIC"
Year 3,474,460,487,2021,Grammar,Paper,44273,"Williamstown North Primary School, Williamstown, VIC"
Year 3,439,428,451,2021,Numeracy,Paper,44273,"Williamstown North Primary School, Williamstown, VIC"
Year 3,488,472,503,2021,Reading,Paper,https:,"Altona Primary School, Altona, VIC"
Year 3,446,433,459,2021,Writing,Paper,https:,"Altona Primary School, Altona, VIC"
Year 3,444,430,458,2021,Spelling,Paper,https:,"Altona Primary School, Altona, VIC"
Year 3,487,470,503,2021,Grammar,Paper,https:,"Altona Primary School, Altona, VIC"
Year 3,446,433,459,2021,Numeracy,Paper,https:,"Altona Primary School, Altona, VIC"
Year 3,489,474,504,2021,Reading,Online,44225,"Williamstown Primary School, Williamstown, VIC"
Year 3,439,426,452,2021,Writing,Paper,44225,"Williamstown Primary School, Williamstown, VIC"
Year 3,433,419,447,2021,Spelling,Online,44225,"Williamstown Primary School, Williamstown, VIC"
Year 3,458,442,474,2021,Grammar,Online,44225,"Williamstown Primary School, Williamstown, VIC"
Year 3,425,411,438,2021,Numeracy,Online,44225,"Williamstown Primary School, Williamstown, VIC"
Year 3,498,484,512,2021,Reading,Paper,44461,"Kensington Primary School, Kensington, VIC"
Year 3,456,443,469,2021,Writing,Paper,44461,"Kensington Primary School, Kensington, VIC"
Year 3,458,444,472,2021,Spelling,Paper,44461,"Kensington Primary School, Kensington, VIC"
Year 3,483,467,499,2021,Grammar,Paper,44461,"Kensington Primary School, Kensington, VIC"
Year 3,439,426,453,2021,Numeracy,Paper,44461,"Kensington Primary School, Kensington, VIC"
Year 3,428,400,457,2021,Reading,Paper,44919,"Altona North Primary School, Altona North, VIC"
Year 3,424,401,447,2021,Writing,Paper,44919,"Altona North Primary School, Altona North, VIC"
Year 3,431,405,457,2021,Spelling,Paper,44919,"Altona North Primary School, Altona North, VIC"
Year 3,423,393,453,2021,Grammar,Paper,44919,"Altona North Primary School, Altona North, VIC"
Year 3,407,380,434,2021,Numeracy,Paper,44919,"Altona North Primary School, Altona North, VIC"
Year 3,456,437,475,2021,Reading,Paper,44634,"Spotswood Primary School, Spotswood, VIC"
Year 3,437,421,453,2021,Writing,Paper,44634,"Spotswood Primary School, Spotswood, VIC"
Year 3,426,408,443,2021,Spelling,Paper,44634,"Spotswood Primary School, Spotswood, VIC"
Year 3,444,424,464,2021,Grammar,Paper,44634,"Spotswood Primary School, Spotswood, VIC"
Year 3,416,400,433,2021,Numeracy,Paper,44634,"Spotswood Primary School, Spotswood, VIC"
Year 3,437,411,462,2021,Reading,Paper,45538,"Bayside P-12 College, Williamstown, VIC"
Year 3,436,415,457,2021,Writing,Paper,45538,"Bayside P-12 College, Williamstown, VIC"
Year 3,437,414,460,2021,Spelling,Paper,45538,"Bayside P-12 College, Williamstown, VIC"
Year 3,424,397,451,2021,Grammar,Paper,45538,"Bayside P-12 College, Williamstown, VIC"
Year 3,400,377,424,2021,Numeracy,Paper,45538,"Bayside P-12 College, Williamstown, VIC"
Year 3,474,460,489,2021,Reading,Paper,44693,"Kingsville Primary School, Yarraville, VIC"
Year 3,437,425,449,2021,Writing,Paper,44693,"Kingsville Primary School, Yarraville, VIC"
Year 3,437,424,451,2021,Spelling,Paper,44693,"Kingsville Primary School, Yarraville, VIC"
Year 3,457,441,472,2021,Grammar,Paper,44693,"Kingsville Primary School, Yarraville, VIC"
Year 3,407,395,420,2021,Numeracy,Paper,44693,"Kingsville Primary School, Yarraville, VIC"
Year 3,500,487,514,2021,Reading,Online,44664,"Footscray West Primary School, West Footscray, VIC"
Year 3,440,428,451,2021,Writing,Paper,44664,"Footscray West Primary School, West Footscray, VIC"
Year 3,442,431,454,2021,Spelling,Online,44664,"Footscray West Primary School, West Footscray, VIC"
Year 3,467,453,481,2021,Grammar,Online,44664,"Footscray West Primary School, West Footscray, VIC"
